Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
BB3 3HX,53.696241,-2.46492,369400,422300,SD694223,1995-12-01 00:00:00,1997-06-01 00:00:00
BB3 3HY,53.696126,-2.464465,369430,422287,SD694222,1980-01-01 00:00:00,
BB3 3HZ,53.69654,-2.464106,369454,422333,SD694223,1980-01-01 00:00:00,
BB3 3JA,53.695655,-2.458189,369844,422232,SD698222,1980-01-01 00:00:00,
BB3 3JB,53.695084,-2.457123,369914,422168,SD699221,1980-01-01 00:00:00,
BB3 3JD,53.695388,-2.45755,369886,422202,SD698222,1980-01-01 00:00:00,
BB3 3JE,53.695267,-2.456383,369963,422188,SD699221,1980-01-01 00:00:00,
BB3 3JF,53.695387,-2.4554,370028,422201,SD700222,1980-01-01 00:00:00,
BB3 3JG,53.696145,-2.45462,370080,422285,SD700222,1980-01-01 00:00:00,
BB3 3JH,53.69529,-2.455141,370045,422190,SD700221,1980-01-01 00:00:00,
BB3 3JJ,53.694555,-2.449833,370395,422106,SD703221,1980-01-01 00:00:00,
BB3 3JL,53.694218,-2.450995,370318,422069,SD703220,1980-01-01 00:00:00,
BB3 3JN,53.695277,-2.448886,370458,422186,SD704221,1980-01-01 00:00:00,
BB3 3JP,53.694635,-2.452272,370234,422116,SD702221,1995-12-01 00:00:00,2001-12-01 00:00:00
BB3 3JQ,53.695821,-2.454723,370073,422249,SD700222,1980-01-01 00:00:00,
BB3 3JR,53.696293,-2.45129,370300,422300,SD703223,1995-07-01 00:00:00,1996-06-01 00:00:00
BB3 3JS,53.688269,-2.445844,370654,421405,SD706214,1995-12-01 00:00:00,
BB3 3JT,53.696534,-2.45414,370112,422328,SD701223,1994-12-01 00:00:00,1999-06-01 00:00:00
BB3 3JU,53.694555,-2.449833,370395,422106,SD703221,1984-10-01 00:00:00,
BB3 3JW,53.695808,-2.451255,370302,422246,SD703222,1980-01-01 00:00:00,
BB3 3JX,53.693951,-2.455066,370049,422041,SD700220,1980-01-01 00:00:00,
BB3 3JY,53.693572,-2.452957,370188,421998,SD701219,1980-01-01 00:00:00,
BB3 3JZ,53.696462,-2.449323,370430,422318,SD704223,1984-10-01 00:00:00,
BB3 3LA,53.687881,-2.443811,370788,421361,SD707213,1980-01-01 00:00:00,
BB3 3LB,53.692329,-2.446492,370614,421857,SD706218,1995-07-01 00:00:00,
BB3 3LD,53.690776,-2.448278,370495,421685,SD704216,1980-01-01 00:00:00,
BB3 3LE,53.689874,-2.44683,370590,421584,SD705215,1980-01-01 00:00:00,
BB3 3LF,53.690312,-2.447516,370545,421633,SD705216,1980-01-01 00:00:00,
BB3 3LG,53.691644,-2.444713,370731,421780,SD707217,1980-01-01 00:00:00,
BB3 3LH,53.696193,-2.434584,371403,422282,SD714222,1984-10-01 00:00:00,
BB3 3LJ,53.697215,-2.440198,371033,422398,SD710223,1980-01-01 00:00:00,
BB3 3LL,53.696044,-2.433371,371483,422265,SD714222,1980-01-01 00:00:00,
BB3 3LN,53.694705,-2.433402,371480,422116,SD714221,1980-01-01 00:00:00,
BB3 3LP,53.694132,-2.435214,371360,422053,SD713220,1980-01-01 00:00:00,
BB3 3LQ,53.687043,-2.44683,370588,421269,SD705212,2005-06-01 00:00:00,
BB3 3LR,53.695506,-2.435682,371330,422206,SD713222,1980-01-01 00:00:00,
BB3 3LS,53.693126,-2.435052,371370,421941,SD713219,1980-01-01 00:00:00,
BB3 3LT,53.693762,-2.433271,371488,422011,SD714220,1980-01-01 00:00:00,
BB3 3LU,53.693525,-2.431679,371593,421984,SD715219,1980-01-01 00:00:00,
BB3 3LW,53.694886,-2.435494,371342,422137,SD713221,1980-01-01 00:00:00,
BB3 3LX,53.695429,-2.432137,371564,422196,SD715221,1980-01-01 00:00:00,
BB3 3LY,53.695901,-2.430749,371656,422248,SD716222,1980-01-01 00:00:00,
BB3 3LZ,53.695603,-2.43114,371630,422215,SD716222,1980-01-01 00:00:00,
BB3 3NA,53.695442,-2.430865,371648,422197,SD716221,1980-01-01 00:00:00,
BB3 3NB,53.695245,-2.430606,371665,422175,SD716221,1980-01-01 00:00:00,
BB3 3ND,53.695774,-2.43099,371640,422234,SD716222,1980-01-01 00:00:00,
BB3 3NE,53.696449,-2.4308,371653,422309,SD716223,1980-01-01 00:00:00,
BB3 3NF,53.696549,-2.430528,371671,422320,SD716223,1980-01-01 00:00:00,
BB3 3NG,53.696434,-2.430073,371701,422307,SD717223,1980-01-01 00:00:00,
BB3 3NH,53.696732,-2.43203,371572,422341,SD715223,1980-01-01 00:00:00,
BB3 3NJ,53.696375,-2.431557,371603,422301,SD716223,1980-01-01 00:00:00,
BB3 3NL,53.696407,-2.432466,371543,422305,SD715223,1980-01-01 00:00:00,
BB3 3NN,53.69843,-2.432229,371560,422530,SD715225,1980-01-01 00:00:00,
BB3 3NP,53.701686,-2.434292,371426,422893,SD714228,1980-01-01 00:00:00,
BB3 3NQ,53.696204,-2.431464,371609,422282,SD716222,1980-01-01 00:00:00,
BB3 3NR,53.701543,-2.433866,371454,422877,SD714228,1980-01-01 00:00:00,
BB3 3NS,53.703942,-2.43433,371425,423144,SD714231,1980-01-01 00:00:00,
BB3 3NT,53.705153,-2.434737,371399,423279,SD713232,1980-01-01 00:00:00,
BB3 3NU,53.703128,-2.438018,371181,423055,SD711230,1980-01-01 00:00:00,
BB3 3NW,53.697411,-2.428341,371816,422415,SD718224,1980-01-01 00:00:00,2003-07-01 00:00:00
BB3 3NX,53.705593,-2.437423,371222,423329,SD712233,1980-01-01 00:00:00,
BB3 3NY,53.705691,-2.432833,371525,423338,SD715233,1980-01-01 00:00:00,
BB3 3NZ,53.707585,-2.435853,371327,423550,SD713235,1980-01-01 00:00:00,
BB3 3PA,53.706284,-2.435233,371367,423405,SD713234,1980-01-01 00:00:00,
BB3 3PB,53.706176,-2.435414,371355,423393,SD713233,1980-01-01 00:00:00,
BB3 3PD,53.705537,-2.43565,371339,423322,SD713233,1980-01-01 00:00:00,
BB3 3PE,53.712017,-2.450307,370376,424049,SD703240,1980-01-01 00:00:00,
BB3 3PF,53.712939,-2.444135,370784,424149,SD707241,1980-01-01 00:00:00,2006-07-01 00:00:00
BB3 3PG,53.712063,-2.447641,370552,424053,SD705240,1980-01-01 00:00:00,
BB3 3PH,53.711971,-2.450564,370359,424044,SD703240,1980-01-01 00:00:00,
BB3 3PJ,53.708097,-2.45537,370039,423615,SD700236,1980-01-01 00:00:00,
BB3 3PL,53.708322,-2.455206,370050,423640,SD700236,1980-01-01 00:00:00,
BB3 3PN,53.689629,-2.437847,371183,421553,SD711215,1980-01-01 00:00:00,
BB3 3PP,53.679097,-2.427111,371885,420377,SD718203,1980-01-01 00:00:00,
BB3 3PQ,53.711665,-2.448258,370511,424009,SD705240,1980-01-01 00:00:00,
BB3 3PR,53.68169,-2.431058,371626,420667,SD716206,1980-01-01 00:00:00,
BB3 3PS,53.681213,-2.431205,371616,420614,SD716206,1980-01-01 00:00:00,
BB3 3PT,53.692002,-2.452183,370238,421823,SD702218,1980-01-01 00:00:00,
BB3 3PU,53.691054,-2.448493,370481,421716,SD704217,1980-01-01 00:00:00,
BB3 3PW,53.68452,-2.433661,371456,420983,SD714209,1980-01-01 00:00:00,
BB3 3PX,53.691468,-2.450875,370324,421763,SD703217,1980-01-01 00:00:00,
BB3 3PY,53.692092,-2.4497,370402,421832,SD704218,1980-01-01 00:00:00,
BB3 3PZ,53.693042,-2.450453,370353,421938,SD703219,1993-01-01 00:00:00,
BB3 3QA,53.691721,-2.445759,370662,421789,SD706217,1980-01-01 00:00:00,
BB3 3QB,53.699322,-2.426664,371928,422627,SD719226,1980-01-01 00:00:00,
BB3 3QD,53.699227,-2.420514,372334,422614,SD723226,1980-01-01 00:00:00,
BB3 3QE,53.700999,-2.420062,372365,422811,SD723228,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QF,53.701806,-2.420676,372325,422901,SD723229,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QG,53.712713,-2.429527,371748,424118,SD717241,1980-01-01 00:00:00,
BB3 3QH,53.703446,-2.419526,372402,423083,SD724230,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QJ,53.702782,-2.419322,372415,423009,SD724230,1980-01-01 00:00:00,
BB3 3QL,53.702505,-2.418729,372454,422978,SD724229,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QN,53.700949,-2.416426,372605,422804,SD726228,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QP,53.6963,-2.40649,373258,422283,SD732222,1980-01-01 00:00:00,
BB3 3QQ,53.702262,-2.421362,372280,422952,SD722229,1980-01-01 00:00:00,
BB3 3QR,53.691787,-2.425134,372024,421788,SD720217,1980-01-01 00:00:00,
BB3 3QS,53.69181,-2.431177,371625,421793,SD716217,1980-01-01 00:00:00,
BB3 3QT,53.699099,-2.421027,372300,422600,SD723226,1983-03-01 00:00:00,1998-12-01 00:00:00
BB3 3QU,53.689068,-2.428907,371773,421487,SD717214,1995-07-01 00:00:00,
BB3 3QW,53.699357,-2.414154,372754,422626,SD727226,1980-01-01 00:00:00,1998-12-01 00:00:00
BB3 3QX,53.692594,-2.450221,370368,421888,SD703218,1995-07-01 00:00:00,
BB3 3QY,53.691987,-2.448897,370455,421820,SD704218,1995-07-01 00:00:00,
BB3 3QZ,53.696534,-2.45414,370112,422328,SD701223,1995-07-01 00:00:00,1999-06-01 00:00:00
BB3 3RA,53.697023,-2.433653,371465,422374,SD714223,1980-01-01 00:00:00,
BB3 3RB,53.696648,-2.432877,371516,422332,SD715223,1980-01-01 00:00:00,
BB3 3RD,53.697543,-2.433992,371443,422432,SD714224,1980-01-01 00:00:00,
BB3 3RE,53.692635,-2.453462,370154,421894,SD701218,1980-01-01 00:00:00,
BB3 3RF,53.693378,-2.432465,371541,421968,SD715219,1980-01-01 00:00:00,
BB3 3RG,53.692245,-2.454533,370083,421851,SD700218,1980-01-01 00:00:00,
BB3 3RH,53.693805,-2.450764,370333,422023,SD703220,1993-08-01 00:00:00,
BB3 3RJ,53.693585,-2.451821,370263,421999,SD702219,1993-08-01 00:00:00,
BB3 3RL,53.692993,-2.451724,370269,421933,SD702219,1983-01-01 00:00:00,
BB3 3RN,53.692698,-2.451252,370300,421900,SD703219,1991-01-01 00:00:00,1996-12-01 00:00:00
BB3 3RP,53.693324,-2.449517,370415,421969,SD704219,1993-08-01 00:00:00,
BB3 3RQ,53.692412,-2.448265,370497,421867,SD704218,1996-12-01 00:00:00,
BB3 3RR,53.691537,-2.449286,370429,421770,SD704217,1997-12-01 00:00:00,
BB3 3RS,53.672861,-2.426654,371911,419683,SD719196,1998-06-01 00:00:00,
BB3 3RT,53.713884,-2.446221,370647,424255,SD706242,2005-05-01 00:00:00,
BB3 3RW,53.692698,-2.451252,370300,421900,SD703219,1992-08-01 00:00:00,1995-12-01 00:00:00
BB3 3SA,53.69451,-2.454482,370088,422103,SD700221,2002-06-01 00:00:00,
BB3 3SB,53.694684,-2.451242,370302,422121,SD703221,2002-06-01 00:00:00,
BB3 3SD,53.694962,-2.451412,370291,422152,SD702221,2002-06-01 00:00:00,
BB3 3SE,53.694588,-2.448152,370506,422109,SD705221,2003-08-01 00:00:00,
BB3 3SF,53.693789,-2.447871,370524,422020,SD705220,2004-08-01 00:00:00,
BB3 3SG,53.693305,-2.447593,370542,421966,SD705219,2004-01-01 00:00:00,
BB3 3SH,53.694113,-2.447677,370537,422056,SD705220,2003-10-01 00:00:00,
BB3 3SJ,53.693552,-2.448807,370462,421994,SD704219,2004-01-01 00:00:00,
BB3 3SL,53.694675,-2.44891,370456,422119,SD704221,2004-01-01 00:00:00,
BB3 3SN,53.693962,-2.447191,370569,422039,SD705220,2004-11-01 00:00:00,
BB3 3SP,53.693783,-2.446992,370582,422019,SD705220,2005-01-01 00:00:00,
BB3 3WA,53.694962,-2.451412,370291,422152,SD702221,2002-06-01 00:00:00,2004-07-01 00:00:00
BB3 3WB,53.695014,-2.468208,369182,422165,SD691221,2002-10-01 00:00:00,
BB3 3WR,53.695014,-2.468208,369182,422165,SD691221,2006-04-01 00:00:00,2007-05-01 00:00:00
BB3 3WS,53.695014,-2.468208,369182,422165,SD691221,2004-03-01 00:00:00,2010-05-01 00:00:00
BB3 3WT,53.694962,-2.451412,370291,422152,SD702221,2004-02-01 00:00:00,2005-07-01 00:00:00
BB3 3WU,53.695014,-2.468208,369182,422165,SD691221,2004-02-01 00:00:00,2006-04-01 00:00:00
BB3 3WW,53.694962,-2.451412,370291,422152,SD702221,2003-05-01 00:00:00,2004-09-01 00:00:00
BB3 3WX,53.695014,-2.468208,369182,422165,SD691221,2002-09-01 00:00:00,2006-01-01 00:00:00
BB3 3WY,53.694962,-2.451412,370291,422152,SD702221,2002-09-01 00:00:00,2003-10-01 00:00:00
BB3 3WZ,53.695014,-2.468208,369182,422165,SD691221,2002-07-01 00:00:00,2006-01-01 00:00:00
BB3 3XA,53.691537,-2.449286,370429,421770,SD704217,2001-12-01 00:00:00,2002-09-01 00:00:00
BB3 3XB,53.691537,-2.449286,370429,421770,SD704217,2001-12-01 00:00:00,2005-09-01 00:00:00
BB3 3XD,53.691537,-2.449286,370429,421770,SD704217,2001-12-01 00:00:00,2003-11-01 00:00:00
BB3 9AA,53.695014,-2.468208,369182,422165,SD691221,2008-09-01 00:00:00,2014-02-01 00:00:00
BB3 9AB,53.695014,-2.468208,369182,422165,SD691221,2008-09-01 00:00:00,2013-09-01 00:00:00
BB3 9AE,53.695014,-2.468208,369182,422165,SD691221,2009-03-01 00:00:00,2010-05-01 00:00:00
BB3 9AF,53.695014,-2.468208,369182,422165,SD691221,2009-05-01 00:00:00,2009-12-01 00:00:00
BB3 9AG,53.695014,-2.468208,369182,422165,SD691221,2011-08-01 00:00:00,
BB3 9AH,53.695014,-2.468208,369182,422165,SD691221,2009-07-01 00:00:00,2011-07-01 00:00:00
BB3 9AJ,53.695014,-2.468208,369182,422165,SD691221,2010-02-01 00:00:00,2013-02-01 00:00:00
BB3 9AL,53.695014,-2.468208,369182,422165,SD691221,2011-10-01 00:00:00,2012-09-01 00:00:00
BB3 9AN,53.695014,-2.468208,369182,422165,SD691221,2010-04-01 00:00:00,2011-05-01 00:00:00
BB3 9AP,53.695014,-2.468208,369182,422165,SD691221,2010-10-01 00:00:00,2011-11-01 00:00:00
BB3 9AQ,53.695014,-2.468208,369182,422165,SD691221,2011-02-01 00:00:00,2012-04-01 00:00:00
BB3 9AR,53.695014,-2.468208,369182,422165,SD691221,2011-03-01 00:00:00,2012-04-01 00:00:00
BB3 9AS,53.695014,-2.468208,369182,422165,SD691221,2011-08-01 00:00:00,2012-03-01 00:00:00
BB3 9AT,53.695014,-2.468208,369182,422165,SD691221,2011-08-01 00:00:00,2012-04-01 00:00:00
BB3 9AU,53.695014,-2.468208,369182,422165,SD691221,2011-09-01 00:00:00,
BB3 9AW,53.695014,-2.468208,369182,422165,SD691221,2012-08-01 00:00:00,2013-05-01 00:00:00
BB3 9AX,53.695014,-2.468208,369182,422165,SD691221,2012-09-01 00:00:00,
BB3 9AY,53.695014,-2.468208,369182,422165,SD691221,2013-04-01 00:00:00,
BB3 9AZ,53.695014,-2.468208,369182,422165,SD691221,2014-02-01 00:00:00,
BB4 0AA,53.702009,-2.284443,381319,422879,SD813228,2005-07-01 00:00:00,2006-08-01 00:00:00
BB4 0AB,53.702009,-2.284443,381319,422879,SD813228,2012-11-01 00:00:00,
BB4 0AD,53.702009,-2.284443,381319,422879,SD813228,2005-10-01 00:00:00,2010-09-01 00:00:00
BB4 0AE,53.702009,-2.284443,381319,422879,SD813228,2005-10-01 00:00:00,2006-11-01 00:00:00
BB4 0AF,53.702009,-2.284443,381319,422879,SD813228,2005-10-01 00:00:00,2010-12-01 00:00:00
BB4 0AG,53.702009,-2.284443,381319,422879,SD813228,2005-10-01 00:00:00,2008-03-01 00:00:00
BB4 0AH,53.702009,-2.284443,381319,422879,SD813228,2005-10-01 00:00:00,2006-10-01 00:00:00
BB4 0AJ,53.702009,-2.284443,381319,422879,SD813228,2005-11-01 00:00:00,2012-12-01 00:00:00
BB4 0AL,53.702009,-2.284443,381319,422879,SD813228,2006-05-01 00:00:00,2007-01-01 00:00:00
BB4 0AN,53.702009,-2.284443,381319,422879,SD813228,2005-12-01 00:00:00,2013-01-01 00:00:00
BB4 0AP,53.702009,-2.284443,381319,422879,SD813228,2006-01-01 00:00:00,2007-02-01 00:00:00
BB4 0AQ,53.702009,-2.284443,381319,422879,SD813228,2006-02-01 00:00:00,2008-03-01 00:00:00
BB4 0AR,53.702009,-2.284443,381319,422879,SD813228,2006-03-01 00:00:00,2008-06-01 00:00:00
BB4 0AS,53.702009,-2.284443,381319,422879,SD813228,2011-06-01 00:00:00,2013-04-01 00:00:00
BB4 0AT,53.702009,-2.284443,381319,422879,SD813228,2006-03-01 00:00:00,2012-04-01 00:00:00
BB4 0AU,53.702009,-2.284443,381319,422879,SD813228,2006-05-01 00:00:00,
BB4 0AW,53.702009,-2.284443,381319,422879,SD813228,2006-04-01 00:00:00,2014-01-01 00:00:00
BB4 0AX,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2007-07-01 00:00:00
BB4 0AY,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2009-08-01 00:00:00
BB4 0AZ,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2007-08-01 00:00:00
BB4 0BA,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,
BB4 0BB,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,
BB4 0BD,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2010-08-01 00:00:00
BB4 0BE,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2010-08-01 00:00:00
BB4 0BF,53.702009,-2.284443,381319,422879,SD813228,2006-08-01 00:00:00,2012-09-01 00:00:00
BB4 0BG,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2010-08-01 00:00:00
BB4 0BH,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2010-08-01 00:00:00
BB4 0BJ,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,2009-08-01 00:00:00
BB4 0BL,53.702009,-2.284443,381319,422879,SD813228,2006-07-01 00:00:00,
BB4 0BN,53.702009,-2.284443,381319,422879,SD813228,2006-10-01 00:00:00,
BB4 0BP,53.702009,-2.284443,381319,422879,SD813228,2006-10-01 00:00:00,
BB4 0BQ,53.702009,-2.284443,381319,422879,SD813228,2008-11-01 00:00:00,
BB4 0BR,53.702009,-2.284443,381319,422879,SD813228,2006-10-01 00:00:00,2008-06-01 00:00:00
BB4 0BS,53.702009,-2.284443,381319,422879,SD813228,2007-12-01 00:00:00,2008-01-01 00:00:00
BB4 0BT,53.702009,-2.284443,381319,422879,SD813228,2007-06-01 00:00:00,2007-07-01 00:00:00
BB4 0BU,53.702009,-2.284443,381319,422879,SD813228,2007-01-01 00:00:00,
BB4 0BW,53.702009,-2.284443,381319,422879,SD813228,2007-02-01 00:00:00,2011-05-01 00:00:00
BB4 0BX,53.702009,-2.284443,381319,422879,SD813228,2007-03-01 00:00:00,2008-03-01 00:00:00
BB4 0BY,53.702009,-2.284443,381319,422879,SD813228,2007-04-01 00:00:00,2009-05-01 00:00:00
BB4 0BZ,53.702009,-2.284443,381319,422879,SD813228,2007-04-01 00:00:00,2012-04-01 00:00:00
BB4 0DA,53.702009,-2.284443,381319,422879,SD813228,2007-04-01 00:00:00,2010-05-01 00:00:00
BB4 0DB,53.702009,-2.284443,381319,422879,SD813228,2007-04-01 00:00:00,2012-04-01 00:00:00
BB4 0DD,53.702009,-2.284443,381319,422879,SD813228,2007-05-01 00:00:00,2008-06-01 00:00:00
BB4 0DE,53.702009,-2.284443,381319,422879,SD813228,2007-07-01 00:00:00,
BB4 0DF,53.702009,-2.284443,381319,422879,SD813228,2007-07-01 00:00:00,2009-08-01 00:00:00
BB4 0DG,53.702009,-2.284443,381319,422879,SD813228,2007-08-01 00:00:00,
BB4 0DH,53.702009,-2.284443,381319,422879,SD813228,2007-08-01 00:00:00,2014-02-01 00:00:00
BB4 0DJ,53.702009,-2.284443,381319,422879,SD813228,2009-02-01 00:00:00,2009-08-01 00:00:00
BB4 0DL,53.702009,-2.284443,381319,422879,SD813228,2007-11-01 00:00:00,2009-01-01 00:00:00
BB4 0DN,53.702009,-2.284443,381319,422879,SD813228,2008-01-01 00:00:00,2009-02-01 00:00:00
BB4 0DP,53.702009,-2.284443,381319,422879,SD813228,2008-02-01 00:00:00,2012-02-01 00:00:00
BB4 0DQ,53.702009,-2.284443,381319,422879,SD813228,2006-11-01 00:00:00,2007-11-01 00:00:00
BB4 0DR,53.702009,-2.284443,381319,422879,SD813228,2008-03-01 00:00:00,
BB4 0DS,53.702009,-2.284443,381319,422879,SD813228,2011-11-01 00:00:00,2012-12-01 00:00:00
BB4 0DT,53.702009,-2.284443,381319,422879,SD813228,2012-03-01 00:00:00,2013-04-01 00:00:00
BB4 0DU,53.702009,-2.284443,381319,422879,SD813228,2012-03-01 00:00:00,
BB4 0DW,53.702009,-2.284443,381319,422879,SD813228,2012-07-01 00:00:00,2013-08-01 00:00:00
BB4 0DX,53.702009,-2.284443,381319,422879,SD813228,2012-09-01 00:00:00,
BB4 0DY,53.702009,-2.284443,381319,422879,SD813228,2012-11-01 00:00:00,2013-05-01 00:00:00
BB4 0DZ,53.702009,-2.284443,381319,422879,SD813228,2012-12-01 00:00:00,
BB4 0EA,53.702009,-2.284443,381319,422879,SD813228,2008-04-01 00:00:00,2008-07-01 00:00:00
BB4 0EB,53.702009,-2.284443,381319,422879,SD813228,2011-06-01 00:00:00,
BB4 0ED,53.702009,-2.284443,381319,422879,SD813228,2008-04-01 00:00:00,
BB4 0EE,53.702009,-2.284443,381319,422879,SD813228,2008-04-01 00:00:00,
BB4 0EF,53.702009,-2.284443,381319,422879,SD813228,2008-05-01 00:00:00,2009-06-01 00:00:00
BB4 0EG,53.702009,-2.284443,381319,422879,SD813228,2008-07-01 00:00:00,2009-02-01 00:00:00
BB4 0EH,53.702009,-2.284443,381319,422879,SD813228,2008-07-01 00:00:00,2009-02-01 00:00:00
BB4 0EJ,53.702009,-2.284443,381319,422879,SD813228,2010-07-01 00:00:00,
BB4 0EL,53.702009,-2.284443,381319,422879,SD813228,2008-07-01 00:00:00,2009-08-01 00:00:00
BB4 0EN,53.702009,-2.284443,381319,422879,SD813228,2008-08-01 00:00:00,2010-09-01 00:00:00
BB4 0EP,53.702009,-2.284443,381319,422879,SD813228,2008-09-01 00:00:00,2011-10-01 00:00:00
BB4 0EQ,53.702009,-2.284443,381319,422879,SD813228,2008-11-01 00:00:00,
BB4 0ER,53.702009,-2.284443,381319,422879,SD813228,2008-11-01 00:00:00,2009-06-01 00:00:00
BB4 0ES,53.702009,-2.284443,381319,422879,SD813228,2008-12-01 00:00:00,2010-08-01 00:00:00
BB4 0ET,53.702009,-2.284443,381319,422879,SD813228,2011-05-01 00:00:00,2012-02-01 00:00:00
BB4 0EU,53.702009,-2.284443,381319,422879,SD813228,2009-02-01 00:00:00,2012-02-01 00:00:00
BB4 0EW,53.702009,-2.284443,381319,422879,SD813228,2009-02-01 00:00:00,2011-03-01 00:00:00
BB4 0EX,53.702009,-2.284443,381319,422879,SD813228,2009-07-01 00:00:00,2010-08-01 00:00:00
BB4 0EY,53.702009,-2.284443,381319,422879,SD813228,2008-07-01 00:00:00,2009-02-01 00:00:00
BB4 0EZ,53.702009,-2.284443,381319,422879,SD813228,2009-07-01 00:00:00,2011-02-01 00:00:00
BB4 0FA,53.702009,-2.284443,381319,422879,SD813228,2009-07-01 00:00:00,2011-02-01 00:00:00
BB4 0FB,53.702009,-2.284443,381319,422879,SD813228,2009-07-01 00:00:00,2010-08-01 00:00:00
BB4 0FD,53.702009,-2.284443,381319,422879,SD813228,2009-08-01 00:00:00,2011-09-01 00:00:00
BB4 0FE,53.702009,-2.284443,381319,422879,SD813228,2010-03-01 00:00:00,2011-05-01 00:00:00
BB4 0FF,53.702009,-2.284443,381319,422879,SD813228,2010-03-01 00:00:00,
BB4 0FG,53.702009,-2.284443,381319,422879,SD813228,2010-03-01 00:00:00,2011-05-01 00:00:00
BB4 0FH,53.702009,-2.284443,381319,422879,SD813228,2010-04-01 00:00:00,
BB4 0FJ,53.702009,-2.284443,381319,422879,SD813228,2010-05-01 00:00:00,2010-07-01 00:00:00
BB4 0FL,53.702009,-2.284443,381319,422879,SD813228,2010-06-01 00:00:00,2012-06-01 00:00:00
BB4 0FN,53.702009,-2.284443,381319,422879,SD813228,2010-07-01 00:00:00,
BB4 0FP,53.702009,-2.284443,381319,422879,SD813228,2010-10-01 00:00:00,
BB4 0FQ,53.702009,-2.284443,381319,422879,SD813228,2010-11-01 00:00:00,2011-12-01 00:00:00
BB4 0FR,53.702009,-2.284443,381319,422879,SD813228,2012-03-01 00:00:00,
BB4 0FS,53.702009,-2.284443,381319,422879,SD813228,2011-02-01 00:00:00,2013-04-01 00:00:00
BB4 0FT,53.702009,-2.284443,381319,422879,SD813228,2011-06-01 00:00:00,
BB4 0FU,53.702009,-2.284443,381319,422879,SD813228,2011-03-01 00:00:00,
BB4 0FW,53.702009,-2.284443,381319,422879,SD813228,2011-05-01 00:00:00,2011-11-01 00:00:00
BB4 0FX,53.702009,-2.284443,381319,422879,SD813228,2011-08-01 00:00:00,2012-09-01 00:00:00
BB4 0FY,53.702009,-2.284443,381319,422879,SD813228,2011-09-01 00:00:00,
BB4 0FZ,53.702009,-2.284443,381319,422879,SD813228,2011-10-01 00:00:00,2013-11-01 00:00:00
BB4 0GA,53.702009,-2.284443,381319,422879,SD813228,2013-03-01 00:00:00,2013-05-01 00:00:00
BB4 0GE,53.702009,-2.284443,381319,422879,SD813228,2014-02-01 00:00:00,
BB4 0SA,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SB,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SD,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SE,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SF,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SG,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,
BB4 0SH,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SJ,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SL,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SN,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SP,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SQ,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SR,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SS,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 0SW,53.700966,-2.284648,381305,422763,SD813227,2005-02-01 00:00:00,2006-03-01 00:00:00
BB4 4AB,53.684258,-2.329837,378313,420917,SD783209,1980-01-01 00:00:00,
BB4 4AE,53.677318,-2.330206,378285,420145,SD782201,1980-01-01 00:00:00,
BB4 4AF,53.682985,-2.328873,378376,420775,SD783207,1980-01-01 00:00:00,
