Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
BB4 8HE,53.706603,-2.288125,381078,423391,SD810233,1980-01-01 00:00:00,
BB4 8HF,53.706952,-2.288567,381049,423430,SD810234,1980-01-01 00:00:00,
BB4 8HG,53.706892,-2.287218,381138,423423,SD811234,1980-01-01 00:00:00,
BB4 8HH,53.708981,-2.289505,380988,423656,SD809236,1980-01-01 00:00:00,
BB4 8HJ,53.707086,-2.288795,381034,423445,SD810234,1980-01-01 00:00:00,
BB4 8HL,53.707597,-2.289328,380999,423502,SD809235,1980-01-01 00:00:00,
BB4 8HN,53.707768,-2.289496,380988,423521,SD809235,1980-01-01 00:00:00,
BB4 8HP,53.708369,-2.28997,380957,423588,SD809235,1980-01-01 00:00:00,
BB4 8HQ,53.709142,-2.28593,381224,423673,SD812236,1987-04-01 00:00:00,
BB4 8HR,53.708557,-2.289986,380956,423609,SD809236,1980-01-01 00:00:00,
BB4 8HS,53.709423,-2.288705,381041,423705,SD810237,1980-01-01 00:00:00,
BB4 8HT,53.710035,-2.288512,381054,423773,SD810237,1980-01-01 00:00:00,
BB4 8HU,53.710105,-2.289437,380993,423781,SD809237,1980-01-01 00:00:00,
BB4 8HW,53.7083,-2.284879,381293,423579,SD812235,1995-01-01 00:00:00,
BB4 8HX,53.709716,-2.290555,380919,423738,SD809237,1980-01-01 00:00:00,
BB4 8HY,53.711731,-2.289811,380969,423962,SD809239,1980-01-01 00:00:00,
BB4 8HZ,53.711183,-2.28958,380984,423901,SD809239,1980-01-01 00:00:00,
BB4 8JA,53.711533,-2.289674,380978,423940,SD809239,1980-01-01 00:00:00,
BB4 8JB,53.712317,-2.289073,381018,424027,SD810240,1980-01-01 00:00:00,
BB4 8JD,53.711697,-2.288796,381036,423958,SD810239,1980-01-01 00:00:00,
BB4 8JE,53.712611,-2.289923,380962,424060,SD809240,1980-01-01 00:00:00,
BB4 8JF,53.711509,-2.292113,380817,423938,SD808239,1980-01-01 00:00:00,
BB4 8JG,53.705184,-2.287267,381134,423233,SD811232,2002-09-01 00:00:00,
BB4 8JH,53.708384,-2.291091,380883,423590,SD808235,1980-01-01 00:00:00,
BB4 8JJ,53.70728,-2.290417,380927,423467,SD809234,1980-01-01 00:00:00,
BB4 8JL,53.705486,-2.288844,381030,423267,SD810232,1980-01-01 00:00:00,
BB4 8JN,53.706376,-2.289047,381017,423366,SD810233,1980-01-01 00:00:00,
BB4 8JP,53.705829,-2.288453,381056,423305,SD810233,1980-01-01 00:00:00,
BB4 8JQ,53.708643,-2.291593,380850,423619,SD808236,1980-01-01 00:00:00,
BB4 8JR,53.70315,-2.284829,381294,423006,SD812230,1980-01-01 00:00:00,2006-01-01 00:00:00
BB4 8JS,53.711674,-2.287099,381148,423955,SD811239,1980-01-01 00:00:00,
BB4 8JT,53.710652,-2.286274,381202,423841,SD812238,1981-06-01 00:00:00,
BB4 8JU,53.710613,-2.287592,381115,423837,SD811238,1981-06-01 00:00:00,
BB4 8JW,53.704913,-2.288204,381072,423203,SD810232,1980-01-01 00:00:00,
BB4 8JX,53.710006,-2.285482,381254,423769,SD812237,1981-06-01 00:00:00,
BB4 8JY,53.711799,-2.283964,381355,423968,SD813239,1981-06-01 00:00:00,
BB4 8JZ,53.713006,-2.290093,380951,424104,SD809241,1980-01-01 00:00:00,
BB4 8LA,53.714719,-2.291817,380838,424295,SD808242,1980-01-01 00:00:00,
BB4 8LB,53.711372,-2.285794,381234,423921,SD812239,1983-01-01 00:00:00,
BB4 8LD,53.71445,-2.291527,380857,424265,SD808242,1980-01-01 00:00:00,
BB4 8LE,53.714584,-2.291831,380837,424280,SD808242,1980-01-01 00:00:00,2009-12-01 00:00:00
BB4 8LF,53.714711,-2.291362,380868,424294,SD808242,1980-01-01 00:00:00,
BB4 8LG,53.71508,-2.291259,380875,424335,SD808243,1980-01-01 00:00:00,
BB4 8LH,53.715917,-2.290749,380909,424428,SD809244,1980-01-01 00:00:00,
BB4 8LJ,53.715853,-2.291037,380890,424421,SD808244,1980-01-01 00:00:00,
BB4 8LL,53.715564,-2.291747,380843,424389,SD808243,1980-01-01 00:00:00,
BB4 8LN,53.716689,-2.290982,380894,424514,SD808245,1980-01-01 00:00:00,
BB4 8LP,53.71735,-2.289229,381010,424587,SD810245,1993-08-01 00:00:00,
BB4 8LQ,53.715224,-2.291214,380878,424351,SD808243,1980-01-01 00:00:00,
BB4 8LR,53.714312,-2.289253,381007,424249,SD810242,2000-12-01 00:00:00,
BB4 8LS,53.72423,-2.283456,381394,425351,SD813253,1988-03-01 00:00:00,
BB4 8LT,53.723887,-2.284394,381332,425313,SD813253,1988-03-01 00:00:00,
BB4 8LU,53.718535,-2.289479,380994,424719,SD809247,1980-01-01 00:00:00,
BB4 8LW,53.717588,-2.29117,380882,424614,SD808246,1980-01-01 00:00:00,
BB4 8LX,53.719545,-2.288426,381064,424831,SD810248,1980-01-01 00:00:00,
BB4 8LY,53.721154,-2.288164,381082,425010,SD810250,1997-06-01 00:00:00,
BB4 8LZ,53.721412,-2.289408,381000,425039,SD810250,1980-01-01 00:00:00,
BB4 8NA,53.718959,-2.289073,381021,424766,SD810247,1981-06-01 00:00:00,
BB4 8NB,53.723843,-2.287788,381108,425309,SD811253,2009-01-01 00:00:00,
BB4 8ND,53.717507,-2.28726,381140,424604,SD811246,1983-01-01 00:00:00,
BB4 8NE,53.723627,-2.287893,381101,425285,SD811252,1980-01-01 00:00:00,
BB4 8NF,53.715749,-2.289703,380978,424409,SD809244,1980-01-01 00:00:00,
BB4 8NG,53.71522,-2.288911,381030,424350,SD810243,1980-01-01 00:00:00,
BB4 8NH,53.72362,-2.286741,381177,425284,SD811252,1980-01-01 00:00:00,
BB4 8NJ,53.724133,-2.286775,381175,425341,SD811253,1980-01-01 00:00:00,
BB4 8NL,53.723254,-2.28595,381229,425243,SD812252,1980-01-01 00:00:00,
BB4 8NN,53.722823,-2.285735,381243,425195,SD812251,1980-01-01 00:00:00,
BB4 8NP,53.722829,-2.286766,381175,425196,SD811251,1980-01-01 00:00:00,
BB4 8NQ,53.719198,-2.286635,381182,424792,SD811247,1981-06-01 00:00:00,
BB4 8NR,53.72354,-2.286483,381194,425275,SD811252,1980-01-01 00:00:00,
BB4 8NS,53.723452,-2.285679,381247,425265,SD812252,1980-01-01 00:00:00,
BB4 8NT,53.718873,-2.287224,381143,424756,SD811247,1981-06-01 00:00:00,
BB4 8NU,53.723668,-2.285392,381266,425289,SD812252,1980-01-01 00:00:00,
BB4 8NW,53.722571,-2.28587,381234,425167,SD812251,1980-01-01 00:00:00,
BB4 8NX,53.724146,-2.284896,381299,425342,SD812253,1980-01-01 00:00:00,
BB4 8NY,53.724297,-2.28576,381242,425359,SD812253,1980-01-01 00:00:00,
BB4 8NZ,53.723955,-2.285834,381237,425321,SD812253,1980-01-01 00:00:00,
BB4 8PA,53.724342,-2.285715,381245,425364,SD812253,1980-01-01 00:00:00,
BB4 8PB,53.723963,-2.286107,381219,425322,SD812253,1980-01-01 00:00:00,
BB4 8PD,53.74031,-2.290857,380913,427142,SD809271,2005-01-01 00:00:00,
BB4 8PE,53.717549,-2.284699,381309,424608,SD813246,1986-07-01 00:00:00,
BB4 8PF,53.724799,-2.286188,381214,425415,SD812254,1980-01-01 00:00:00,2009-12-01 00:00:00
BB4 8PG,53.72473,-2.28496,381295,425407,SD812254,1980-01-01 00:00:00,
BB4 8PH,53.725075,-2.283553,381388,425445,SD813254,1980-01-01 00:00:00,
BB4 8PJ,53.724133,-2.282834,381435,425340,SD814253,1980-01-01 00:00:00,
BB4 8PL,53.725176,-2.282675,381446,425456,SD814254,1980-01-01 00:00:00,
BB4 8PN,53.725274,-2.282978,381426,425467,SD814254,1980-01-01 00:00:00,
BB4 8PP,53.724028,-2.281712,381509,425328,SD815253,1980-01-01 00:00:00,
BB4 8PQ,53.724746,-2.285885,381234,425409,SD812254,1980-01-01 00:00:00,
BB4 8PR,53.718095,-2.285658,381246,424669,SD812246,1981-06-01 00:00:00,
BB4 8PS,53.718608,-2.285525,381255,424726,SD812247,1981-06-01 00:00:00,
BB4 8PT,53.719192,-2.285741,381241,424791,SD812247,1981-06-01 00:00:00,
BB4 8PU,53.732135,-2.285526,381261,426231,SD812262,1980-01-01 00:00:00,
BB4 8PW,53.725153,-2.284827,381304,425454,SD813254,1980-01-01 00:00:00,
BB4 8PX,53.732461,-2.284588,381323,426267,SD813262,1980-01-01 00:00:00,
BB4 8PY,53.732537,-2.286408,381203,426276,SD812262,1983-01-01 00:00:00,
BB4 8PZ,53.734718,-2.287711,381118,426519,SD811265,1997-12-01 00:00:00,
BB4 8QA,53.740475,-2.289736,380987,427160,SD809271,2003-11-01 00:00:00,
BB4 8QB,53.732024,-2.283039,381425,426218,SD814262,1980-01-01 00:00:00,
BB4 8QD,53.732616,-2.283755,381378,426284,SD813262,1980-01-01 00:00:00,
BB4 8QE,53.73295,-2.283045,381425,426321,SD814263,1980-01-01 00:00:00,
BB4 8QF,53.733142,-2.292687,380789,426345,SD807263,1980-01-01 00:00:00,
BB4 8QG,53.735189,-2.282469,381464,426570,SD814265,1980-01-01 00:00:00,
BB4 8QH,53.733824,-2.285916,381236,426419,SD812264,1980-01-01 00:00:00,
BB4 8QJ,53.74074,-2.29136,380880,427190,SD808271,2004-09-01 00:00:00,
BB4 8QL,53.734738,-2.286832,381176,426521,SD811265,1980-01-01 00:00:00,
BB4 8QN,53.735384,-2.291035,380899,426594,SD808265,1980-01-01 00:00:00,
BB4 8QP,53.735298,-2.289413,381006,426584,SD810265,1980-01-01 00:00:00,
BB4 8QQ,53.732782,-2.285394,381270,426303,SD812263,1980-01-01 00:00:00,
BB4 8QR,53.736297,-2.292785,380784,426696,SD807266,1980-01-01 00:00:00,
BB4 8QS,53.736827,-2.292789,380784,426755,SD807267,1980-01-01 00:00:00,
BB4 8QT,53.74171,-2.28832,381081,427297,SD810272,1980-01-01 00:00:00,
BB4 8QU,53.741527,-2.289319,381015,427277,SD810272,2004-05-01 00:00:00,
BB4 8QW,53.733315,-2.292112,380827,426364,SD808263,1982-03-01 00:00:00,
BB4 8QX,53.740544,-2.287235,381152,427167,SD811271,1980-01-01 00:00:00,
BB4 8QY,53.738056,-2.286309,381212,426890,SD812268,1980-01-01 00:00:00,
BB4 8QZ,53.739072,-2.286376,381208,427003,SD812270,1980-01-01 00:00:00,
BB4 8RA,53.737239,-2.282043,381493,426798,SD814267,1980-01-01 00:00:00,
BB4 8RB,53.739225,-2.282451,381467,427019,SD814270,1980-01-01 00:00:00,
BB4 8RD,53.738795,-2.285525,381264,426972,SD812269,1980-01-01 00:00:00,
BB4 8RE,53.735321,-2.287472,381134,426586,SD811265,1996-12-01 00:00:00,
BB4 8RF,53.739475,-2.283104,381424,427047,SD814270,1980-01-01 00:00:00,
BB4 8RG,53.742727,-2.283854,381376,427409,SD813274,1980-01-01 00:00:00,
BB4 8RH,53.735399,-2.284972,381299,426594,SD812265,1980-01-01 00:00:00,
BB4 8RJ,53.735712,-2.285671,381253,426629,SD812266,1980-01-01 00:00:00,
BB4 8RL,53.736534,-2.283918,381369,426720,SD813267,1980-01-01 00:00:00,
BB4 8RN,53.735249,-2.283728,381381,426577,SD813265,1980-01-01 00:00:00,
BB4 8RP,53.701985,-2.290941,380890,422878,SD808228,1980-01-01 00:00:00,
BB4 8RQ,53.743024,-2.283644,381390,427442,SD813274,1980-01-01 00:00:00,
BB4 8RR,53.703473,-2.296102,380550,423045,SD805230,1980-01-01 00:00:00,
BB4 8RS,53.703106,-2.295508,380589,423004,SD805230,1980-01-01 00:00:00,
BB4 8RT,53.703313,-2.299039,380356,423028,SD803230,1980-01-01 00:00:00,
BB4 8RU,53.701269,-2.296843,380500,422800,SD805228,1995-01-01 00:00:00,1996-06-01 00:00:00
BB4 8RW,53.736524,-2.284373,381339,426719,SD813267,1980-01-01 00:00:00,
BB4 8RX,53.700844,-2.294493,380655,422752,SD806227,1980-01-01 00:00:00,
BB4 8RY,53.735198,-2.286441,381202,426572,SD812265,1995-07-01 00:00:00,
BB4 8RZ,53.704559,-2.289641,380977,423164,SD809231,1995-12-01 00:00:00,
BB4 8SA,53.703904,-2.28894,381023,423091,SD810230,1980-01-01 00:00:00,
BB4 8SB,53.704816,-2.28731,381131,423192,SD811231,1980-01-01 00:00:00,
BB4 8SD,53.704727,-2.28684,381162,423182,SD811231,1980-01-01 00:00:00,
BB4 8SE,53.704638,-2.286475,381186,423172,SD811231,1980-01-01 00:00:00,
BB4 8SF,53.701504,-2.288969,381020,422824,SD810228,1980-01-01 00:00:00,
BB4 8SG,53.701568,-2.288515,381050,422831,SD810228,1980-01-01 00:00:00,
BB4 8SH,53.700802,-2.289494,380985,422746,SD809227,1980-01-01 00:00:00,
BB4 8SJ,53.70109,-2.289481,380986,422778,SD809227,1980-01-01 00:00:00,
BB4 8SL,53.70089,-2.290252,380935,422756,SD809227,1980-01-01 00:00:00,
BB4 8SN,53.700701,-2.290432,380923,422735,SD809227,1980-01-01 00:00:00,
BB4 8SP,53.701757,-2.29206,380816,422853,SD808228,1980-01-01 00:00:00,
BB4 8SQ,53.700884,-2.28904,381015,422755,SD810227,1980-01-01 00:00:00,
BB4 8SR,53.702346,-2.293943,380692,422919,SD806229,1980-01-01 00:00:00,
BB4 8SS,53.701653,-2.294347,380665,422842,SD806228,1980-01-01 00:00:00,
BB4 8ST,53.702867,-2.293977,380690,422977,SD806229,1980-01-01 00:00:00,
BB4 8SU,53.704357,-2.291139,380878,423142,SD808231,1996-12-01 00:00:00,
BB4 8SW,53.702001,-2.291804,380833,422880,SD808228,1980-01-01 00:00:00,
BB4 8SX,53.701818,-2.289289,380999,422859,SD809228,1996-12-01 00:00:00,
BB4 8SY,53.702508,-2.290308,380932,422936,SD809229,1997-12-01 00:00:00,
BB4 8SZ,53.713719,-2.289158,381013,424183,SD810241,1998-12-01 00:00:00,
BB4 8TA,53.705755,-2.277879,381754,423294,SD817232,1980-01-01 00:00:00,
BB4 8TB,53.709105,-2.275128,381937,423666,SD819236,1980-01-01 00:00:00,
BB4 8TD,53.710729,-2.272397,382118,423846,SD821238,1980-01-01 00:00:00,
BB4 8TE,53.711805,-2.281176,381539,423968,SD815239,1980-01-01 00:00:00,
BB4 8TF,53.712171,-2.286269,381203,424010,SD812240,1980-01-01 00:00:00,
BB4 8TG,53.718583,-2.284494,381323,424723,SD813247,1980-01-01 00:00:00,
BB4 8TH,53.721659,-2.279969,381623,425064,SD816250,1980-01-01 00:00:00,
BB4 8TJ,53.724686,-2.281019,381555,425401,SD815254,1980-01-01 00:00:00,
BB4 8TL,53.725745,-2.277707,381774,425518,SD817255,1980-01-01 00:00:00,
BB4 8TN,53.732028,-2.277506,381790,426217,SD817262,1980-01-01 00:00:00,
BB4 8TP,53.74118,-2.288134,381093,427238,SD810272,2011-08-01 00:00:00,
BB4 8TQ,53.721659,-2.279969,381623,425064,SD816250,1980-01-01 00:00:00,2006-10-01 00:00:00
BB4 8TS,53.702222,-2.285883,381224,422903,SD812229,1997-12-01 00:00:00,
BB4 8TT,53.703007,-2.302748,380111,422995,SD801229,1980-01-01 00:00:00,
BB4 8TU,53.704365,-2.302561,380124,423146,SD801231,1980-01-01 00:00:00,
BB4 8TW,53.701266,-2.308855,379707,422803,SD797228,2004-05-01 00:00:00,
BB4 8TX,53.70369,-2.309721,379651,423073,SD796230,1980-01-01 00:00:00,
BB4 8TY,53.704288,-2.311331,379545,423140,SD795231,1980-01-01 00:00:00,
BB4 8UD,53.710071,-2.303071,380093,423781,SD800237,1980-01-01 00:00:00,
BB4 8UE,53.721583,-2.29679,380513,425060,SD805250,1980-01-01 00:00:00,
BB4 8UF,53.733703,-2.298512,380405,426409,SD804264,1980-01-01 00:00:00,
BB4 8UG,53.739509,-2.295006,380639,427054,SD806270,1980-01-01 00:00:00,
BB4 8UH,53.736428,-2.294226,380689,426711,SD806267,1993-08-01 00:00:00,
BB4 8UJ,53.748018,-2.292624,380800,428000,SD808280,1994-05-01 00:00:00,1996-12-01 00:00:00
BB4 8UN,53.702008,-2.288669,381040,422880,SD810228,2010-08-01 00:00:00,
BB4 8UP,53.711454,-2.285264,381269,423930,SD812239,1981-06-01 00:00:00,
BB4 8UQ,53.745935,-2.295172,380631,427769,SD806277,1980-01-01 00:00:00,
BB4 8UR,53.711133,-2.284247,381336,423894,SD813238,1981-06-01 00:00:00,
BB4 8UT,53.710449,-2.284424,381324,423818,SD813238,1981-06-01 00:00:00,
BB4 8UU,53.710287,-2.284787,381300,423800,SD813238,1994-05-01 00:00:00,1995-07-01 00:00:00
BB4 8UW,53.712525,-2.284696,381307,424049,SD813240,1981-06-01 00:00:00,
BB4 8UX,53.709588,-2.283661,381374,423722,SD813237,1981-06-01 00:00:00,
BB4 8UY,53.709388,-2.284781,381300,423700,SD813237,1991-01-01 00:00:00,1994-05-01 00:00:00
BB4 8UZ,53.709388,-2.284781,381300,423700,SD813237,1991-01-01 00:00:00,1994-05-01 00:00:00
BB4 8WA,53.709388,-2.284781,381300,423700,SD813237,1994-12-01 00:00:00,1995-07-01 00:00:00
BB4 8WB,53.702009,-2.284443,381319,422879,SD813228,2002-10-01 00:00:00,2003-11-01 00:00:00
BB4 8WD,53.702009,-2.284443,381319,422879,SD813228,2003-08-01 00:00:00,2004-08-01 00:00:00
BB4 8WE,53.702009,-2.284443,381319,422879,SD813228,2003-09-01 00:00:00,2006-01-01 00:00:00
BB4 8WF,53.702009,-2.284443,381319,422879,SD813228,2004-11-01 00:00:00,2007-01-01 00:00:00
BB4 8WG,53.702009,-2.284443,381319,422879,SD813228,2004-10-01 00:00:00,2006-02-01 00:00:00
BB4 8WH,53.702009,-2.284443,381319,422879,SD813228,2004-09-01 00:00:00,2005-10-01 00:00:00
BB4 8WJ,53.702009,-2.284443,381319,422879,SD813228,2004-06-01 00:00:00,2006-05-01 00:00:00
BB4 8WL,53.702009,-2.284443,381319,422879,SD813228,2004-06-01 00:00:00,2006-01-01 00:00:00
BB4 8WN,53.702009,-2.284443,381319,422879,SD813228,2004-06-01 00:00:00,2009-08-01 00:00:00
BB4 8WP,53.702009,-2.284443,381319,422879,SD813228,2004-03-01 00:00:00,2007-05-01 00:00:00
BB4 8WQ,53.702009,-2.284443,381319,422879,SD813228,2004-03-01 00:00:00,2006-05-01 00:00:00
BB4 8WR,53.702009,-2.284443,381319,422879,SD813228,2002-11-01 00:00:00,2006-02-01 00:00:00
BB4 8WS,53.702009,-2.284443,381319,422879,SD813228,2002-10-01 00:00:00,2006-10-01 00:00:00
BB4 8WT,53.702009,-2.284443,381319,422879,SD813228,2003-05-01 00:00:00,2009-08-01 00:00:00
BB4 8WU,53.702009,-2.284443,381319,422879,SD813228,2007-01-01 00:00:00,
BB4 8WW,53.702009,-2.284443,381319,422879,SD813228,2007-09-01 00:00:00,2008-09-01 00:00:00
BB4 8WX,53.709588,-2.283661,381374,423722,SD813237,2002-08-01 00:00:00,2003-06-01 00:00:00
BB4 8WY,53.709588,-2.283661,381374,423722,SD813237,2002-08-01 00:00:00,2003-09-01 00:00:00
BB4 8WZ,53.709588,-2.283661,381374,423722,SD813237,2002-07-01 00:00:00,2003-10-01 00:00:00
BB4 8XA,53.709388,-2.284781,381300,423700,SD813237,1991-01-01 00:00:00,1994-05-01 00:00:00
BB4 8XB,53.709388,-2.284781,381300,423700,SD813237,1992-01-01 00:00:00,1994-05-01 00:00:00
BB4 8XD,53.702009,-2.284443,381319,422879,SD813228,2001-06-01 00:00:00,2006-02-01 00:00:00
BB4 8XE,53.702009,-2.284443,381319,422879,SD813228,2002-06-01 00:00:00,2005-02-01 00:00:00
BB4 8XF,53.702009,-2.284443,381319,422879,SD813228,2002-06-01 00:00:00,2006-01-01 00:00:00
BB4 8XY,53.702009,-2.284443,381319,422879,SD813228,2005-01-01 00:00:00,2013-07-01 00:00:00
BB4 8XZ,53.702009,-2.284443,381319,422879,SD813228,2005-01-01 00:00:00,2008-09-01 00:00:00
BB4 8YY,53.702009,-2.284443,381319,422879,SD813228,2001-12-01 00:00:00,2006-02-01 00:00:00
BB4 8YZ,53.702009,-2.284443,381319,422879,SD813228,2001-06-01 00:00:00,2004-10-01 00:00:00
BB4 8ZT,53.702009,-2.284443,381319,422879,SD813228,2003-10-01 00:00:00,2006-10-01 00:00:00
BB4 9AA,53.692785,-2.253669,383347,421845,SD833218,1980-01-01 00:00:00,
BB4 9AB,53.692875,-2.253366,383367,421855,SD833218,1980-01-01 00:00:00,
BB4 9AD,53.692856,-2.253851,383335,421853,SD833218,2005-04-01 00:00:00,
BB4 9AE,53.693811,-2.252963,383394,421959,SD833219,1998-06-01 00:00:00,
BB4 9AF,53.693136,-2.253186,383379,421884,SD833218,1980-01-01 00:00:00,
BB4 9AG,53.693731,-2.252524,383423,421950,SD834219,1980-01-01 00:00:00,
BB4 9AH,53.693476,-2.253915,383331,421922,SD833219,1980-01-01 00:00:00,
BB4 9AJ,53.693525,-2.252129,383449,421927,SD834219,1980-01-01 00:00:00,
BB4 9AL,53.693633,-2.252023,383456,421939,SD834219,1980-01-01 00:00:00,
BB4 9AN,53.694046,-2.252117,383450,421985,SD834219,1980-01-01 00:00:00,
BB4 9AP,53.694391,-2.25065,383547,422023,SD835220,1980-01-01 00:00:00,
BB4 9AQ,53.693684,-2.253326,383370,421945,SD833219,1998-12-01 00:00:00,
BB4 9AR,53.695387,-2.251246,383508,422134,SD835221,1980-01-01 00:00:00,
BB4 9AS,53.694839,-2.251107,383517,422073,SD835220,1980-01-01 00:00:00,2000-07-01 00:00:00
BB4 9AT,53.693664,-2.254628,383284,421943,SD832219,1995-01-01 00:00:00,
BB4 9AU,53.695606,-2.250081,383585,422158,SD835221,1980-01-01 00:00:00,
BB4 9AW,53.694681,-2.253786,383340,422056,SD833220,1980-01-01 00:00:00,
BB4 9AX,53.695984,-2.249856,383600,422200,SD836222,1980-01-01 00:00:00,1991-12-01 00:00:00
BB4 9AY,53.702009,-2.284443,381319,422879,SD813228,1995-12-01 00:00:00,2006-02-01 00:00:00
BB4 9AZ,53.695211,-2.249443,383627,422114,SD836221,1980-01-01 00:00:00,
BB4 9BA,53.694924,-2.249562,383619,422082,SD836220,1980-01-01 00:00:00,
BB4 9BB,53.694572,-2.249924,383595,422043,SD835220,1980-01-01 00:00:00,
BB4 9BD,53.694637,-2.248879,383664,422050,SD836220,1980-01-01 00:00:00,
BB4 9BE,53.69508,-2.247928,383727,422099,SD837220,1980-01-01 00:00:00,
BB4 9BF,53.727124,-2.242963,384067,425663,SD840256,2005-02-01 00:00:00,
BB4 9BG,53.695088,-2.248337,383700,422100,SD837221,1980-01-01 00:00:00,1994-12-01 00:00:00
BB4 9BH,53.694667,-2.247516,383754,422053,SD837220,1980-01-01 00:00:00,
BB4 9BJ,53.694721,-2.247456,383758,422059,SD837220,1980-01-01 00:00:00,
BB4 9BL,53.69466,-2.246789,383802,422052,SD838220,1980-01-01 00:00:00,
BB4 9BN,53.694497,-2.247167,383777,422034,SD837220,1980-01-01 00:00:00,
BB4 9BP,53.694393,-2.245349,383897,422022,SD838220,1980-01-01 00:00:00,
BB4 9BQ,53.69447,-2.247227,383773,422031,SD837220,1980-01-01 00:00:00,
BB4 9BS,53.694212,-2.241365,384160,422001,SD841220,1980-01-01 00:00:00,
BB4 9BT,53.69474,-2.242898,384059,422060,SD840220,1980-01-01 00:00:00,
BB4 9BU,53.695873,-2.242298,384099,422186,SD840221,1980-01-01 00:00:00,
BB4 9BW,53.695346,-2.245112,383913,422128,SD839221,1980-01-01 00:00:00,
BB4 9BX,53.69571,-2.2431,384046,422168,SD840221,1980-01-01 00:00:00,
BB4 9BY,53.695906,-2.243858,383996,422190,SD839221,1980-01-01 00:00:00,
BB4 9BZ,53.693907,-2.241287,384165,421967,SD841219,1980-01-01 00:00:00,
BB4 9DA,53.693547,-2.245844,383864,421928,SD838219,1982-03-01 00:00:00,
BB4 9DB,53.694577,-2.252195,383445,422044,SD834220,2005-11-01 00:00:00,
BB4 9DD,53.697099,-2.249303,383637,422324,SD836223,1998-12-01 00:00:00,
BB4 9DE,53.707838,-2.250169,383584,423519,SD835235,2009-01-01 00:00:00,
BB4 9DF,53.697561,-2.247654,383746,422375,SD837223,1980-01-01 00:00:00,
BB4 9DG,53.695987,-2.248342,383700,422200,SD837222,1980-01-01 00:00:00,1981-12-01 00:00:00
BB4 9DH,53.698921,-2.254781,383276,422528,SD832225,1987-04-01 00:00:00,
BB4 9DJ,53.698387,-2.24822,383709,422467,SD837224,1980-01-01 00:00:00,
BB4 9DL,53.703988,-2.247404,383765,423090,SD837230,1995-07-01 00:00:00,1999-12-01 00:00:00
BB4 9DN,53.699252,-2.247225,383775,422563,SD837225,1980-01-01 00:00:00,
BB4 9DP,53.699158,-2.249178,383646,422553,SD836225,1980-01-01 00:00:00,
BB4 9DQ,53.698153,-2.248052,383720,422441,SD837224,1980-01-01 00:00:00,
BB4 9DR,53.69932,-2.249134,383649,422571,SD836225,1980-01-01 00:00:00,
BB4 9DS,53.699973,-2.25044,383563,422644,SD835226,1980-01-01 00:00:00,
BB4 9DT,53.700056,-2.249547,383622,422653,SD836226,1980-01-01 00:00:00,
BB4 9DU,53.697832,-2.251155,383515,422406,SD835224,1980-01-01 00:00:00,
BB4 9DW,53.699113,-2.249224,383643,422548,SD836225,1980-01-01 00:00:00,
BB4 9DX,53.69798,-2.249217,383643,422422,SD836224,1980-01-01 00:00:00,
BB4 9DY,53.697585,-2.248942,383661,422378,SD836223,1980-01-01 00:00:00,
BB4 9DZ,53.697052,-2.250378,383566,422319,SD835223,1980-01-01 00:00:00,
BB4 9EA,53.697419,-2.251273,383507,422360,SD835223,1980-01-01 00:00:00,
BB4 9EB,53.697367,-2.250304,383571,422354,SD835223,1980-01-01 00:00:00,
BB4 9ED,53.698199,-2.25205,383456,422447,SD834224,1980-01-01 00:00:00,
BB4 9EE,53.69757,-2.251789,383473,422377,SD834223,1980-01-01 00:00:00,
BB4 9EF,53.698297,-2.252415,383432,422458,SD834224,1980-01-01 00:00:00,
BB4 9EG,53.697622,-2.252759,383409,422383,SD834223,1980-01-01 00:00:00,
BB4 9EH,53.698016,-2.253382,383368,422427,SD833224,1980-01-01 00:00:00,
BB4 9EJ,53.698169,-2.253747,383344,422444,SD833224,1980-01-01 00:00:00,
BB4 9EL,53.698527,-2.254233,383312,422484,SD833224,1980-01-01 00:00:00,
BB4 9EN,53.698772,-2.25322,383379,422511,SD833225,1980-01-01 00:00:00,
BB4 9EP,53.698176,-2.254549,383291,422445,SD832224,1980-01-01 00:00:00,
BB4 9EQ,53.697254,-2.252635,383417,422342,SD834223,1980-01-01 00:00:00,2011-05-01 00:00:00
BB4 9ER,53.6977,-2.254244,383311,422392,SD833223,1980-01-01 00:00:00,
BB4 9ES,53.697709,-2.254274,383309,422393,SD833223,2002-08-01 00:00:00,
BB4 9ET,53.697735,-2.254789,383275,422396,SD832223,1980-01-01 00:00:00,
BB4 9EU,53.697958,-2.255578,383223,422421,SD832224,1980-01-01 00:00:00,
BB4 9EW,53.698674,-2.252901,383400,422500,SD834225,1981-06-01 00:00:00,1983-12-01 00:00:00
BB4 9EX,53.69847,-2.255778,383210,422478,SD832224,1980-01-01 00:00:00,
BB4 9EY,53.698596,-2.255673,383217,422492,SD832224,1980-01-01 00:00:00,
BB4 9EZ,53.69909,-2.2556,383222,422547,SD832225,1980-01-01 00:00:00,
BB4 9FA,53.702009,-2.284443,381319,422879,SD813228,2000-12-01 00:00:00,2002-01-01 00:00:00
BB4 9GA,53.705069,-2.24629,383839,423210,SD838232,1996-12-01 00:00:00,1997-12-01 00:00:00
